isin,listing,trade_currency,ticker,reuters_ric,bloomberg,market_maker
LU1190417599,Euronext Paris,EUR,CSH2,CSH2.PA CSH2EURINAV=SOLA,CSH2 FP CSH2EUIV,Societe Generale Corporate and Investment Banking
LU1190417599,XETRA,EUR,LYOR,LYOR.DE CSH2EURINAV=SOLA,LYOR GY CSH2EUIV,Societe Generale Corporate and Investment Banking
IE00BH4GPZ28,gettex,EUR,SPPY,- -,- -,-
IE00BH4GPZ28,Borsa Italiana,EUR,500X,500X.MI INSPPYEiv.P,500X IM INSPPYE,Flow Traders Goldenberg Jane Street Optiver Societe Generale Virtu
IE00BH4GPZ28,Euronext Amsterdam,EUR,500X,500X.AS INSPPYEiv.P,500X NA INSPPYE,BAADER BANK Flow Traders Goldenberg Optiver Societe Generale Virtu
IE00BH4GPZ28,London Stock Exchange,USD,500X,500X.L,500X LN INSPPY,Flow Traders Goldenberg Optiver Virtu
IE00BH4GPZ28,London Stock Exchange,GBP,SPPY,SPPY.L,SPPY LN INSPPYP,Flow Traders Goldenberg Optiver Virtu
IE00BH4GPZ28,SIX Swiss Exchange,USD,500X,500X.S INSPPYiv.P,500X SE INSPPY,DRW Flow Traders Goldenberg Optiver Société Générale Virtu
IE00BH4GPZ28,XETRA,EUR,SPPY,SPPY.DE INSPPYEiv.P,SPPY GY INSPPYE,Flow Traders Goldenberg hehmeyer LLP Optiver
IE00BYZTVT56,gettex,EUR,OM3F,- -,- -,-
IE00BYZTVT56,Stuttgart Stock Exchange,EUR,OM3F,- -,- -,-
IE00BYZTVT56,Borsa Italiana,EUR,SUOE,SUOE.MI,SUOE IM,
IE00BYZTVT56,London Stock Exchange,EUR,SUOE,SUOE.L 3XJRINAV.DE,SUOE LN INAVUOEE,
IE00BYZTVT56,SIX Swiss Exchange,EUR,SUOE,SUOE.S 3XJRINAV.DE,SUOE SE INAVSUOE,
IE00BYZTVT56,XETRA,EUR,OM3F,OM3F.DE,OM3F GY INAVSUOE,
DE000ETFL508,gettex,EUR,ELFW,- -,- -,-
DE000ETFL508,Stuttgart Stock Exchange,EUR,ELFW,- -,- -,-
DE000ETFL508,XETRA,EUR,ELFW,ELFW.DE 18F2INAV.DE,ELFW GR IELFW,BNP Paribas
IE00B3VWN518,Bolsa Mexicana de Valores,MXN,-,CBU0N.MX,CBU0N MM,
IE00B3VWN518,London Stock Exchange,GBP,-,CU01.L,CU01 LN,
IE00B3VWN518,London Stock Exchange,USD,CBU0,CBU0.L IXM014.DE,CBU0 LN IXM014,
IE00B3VWN518,SIX Swiss Exchange,USD,CSBGU0,CSBGU0.S IXM014.DE,CSBGU0 SE IXM014,
IE00B3VWN518,XETRA,USD,SXRM,SXRM.DE IXM014.DE,SXRM GY IXM014,
IE00B945VV12,Euronext Paris,EUR,VEUR,- -,- -,-
IE00B945VV12,gettex,EUR,VGEU,- -,- -,-
IE00B945VV12,Stuttgart Stock Exchange,EUR,VGEU,- -,- -,-
IE00B945VV12,Bolsa Mexicana de Valores,MXN,-,VEUDN.MX,VEUDN MM,
IE00B945VV12,Bolsa Mexicana de Valores,USD,-,,,
IE00B945VV12,Borsa Italiana,EUR,VEUR,,IVEUR,
IE00B945VV12,Frankfurt Stock Exchange,EUR,-,,IVEUR,
IE00B945VV12,Euronext Amsterdam,EUR,VEUR,VEUR.AS,VEUR NA IVEUREUR,
IE00B945VV12,London Stock Exchange,USD,VEUD,VEUD.L,VEUD LN IVEUDUSD,
IE00B945VV12,London Stock Exchange,GBP,VEUR,VEUR.L,VEUR LN IVEURGBP,
IE00B945VV12,SIX Swiss Exchange,CHF,VEUR,VEUR.S,VEUR SW IVEURCHF,
IE00B945VV12,XETRA,EUR,VGEU,VGEU.DE,VGEU GY IVEUREUR,
LU0274210672,gettex,EUR,XMUS,- -,- -,-
LU0274210672,Borsa Italiana,EUR,XMUS,XMUS.MI XMUSINAVGBP.DE,XMUS IM XMUSINVG,
LU0274210672,Hong Kong Stock Exchange,HKD,-,3020.HK XMUSNAV.DE,3020 HK XMUSINAV,
LU0274210672,London Stock Exchange,GBX,XMUS,XMUS.L XMUSINAVUSD.DE,XMUS LN XMUSINVU,
LU0274210672,London Stock Exchange,USD,XMUD,XMUD.L XMUSINAVSEK.DE,XMUD LN XMUSNAVS,
LU0274210672,Singapore Stock Exchange,USD,-,DMUS.SI INXUSINAV.PA,XMUS SP INXUS,
LU0274210672,SIX Swiss Exchange,CHF,XMUS,XMUS.S,XMUS SW,
LU0274210672,SIX Swiss Exchange,USD,XMUS,,,
LU0274210672,Stockholm Stock Exchange,SEK,-,XMUS.ST XMUSUSDINAV=SOLA,XMUS SS,
LU0274210672,Stuttgart Stock Exchange,EUR,DBXU,XMUS.SG 3020HKDINAV=SOLA,XMUS GS,
LU0274210672,XETRA,EUR,XMUS,XMUS.DE,XMUS GY,
IE00BHZPJ676,gettex,EUR,EMNU,- -,- -,-
IE00BHZPJ676,Stuttgart Stock Exchange,EUR,EMNU,- -,- -,-
IE00BHZPJ676,London Stock Exchange,GBP,EEUD,EEUD.L 0XVRINAV.DE,EEUD LN INAVEE23,
IE00BHZPJ676,XETRA,EUR,EMNU,BJ06D89 0XVPEUR=INAV,EMNU GY INAVEE21,
LU1781541252,gettex,EUR,LCUJ,- -,- -,-
LU1781541252,Stuttgart Stock Exchange,EUR,LCUJ,- -,- -,-
LU1781541252,Borsa Italiana,EUR,LCJP,- -,- -,-
LU1781541252,Bolsa Mexicana de Valores,MXN,-,LCJDN.MCO,LCJDN MM,Societe Generale Corporate and Investment Banking
LU1781541252,Borsa Italiana,EUR,-,LCJP.MI ILCJPINAV=SOLA,LCJP IM M7JPIV,Societe Generale Corporate and Investment Banking
LU1781541252,Euronext Amsterdam,JPY,LCJP,LCUJ.AS LCJPJPYINAV=SOLA,LCJP NA LCJPJPIV,Societe Generale Corporate and Investment Banking
LU1781541252,London Stock Exchange,USD,LCJD,LCJD.L LCJDINAV=SOLA,LCJD LN LCJDIV,Societe Generale Corporate and Investment Banking
LU1781541252,London Stock Exchange,GBP,LCJP,LCJP.L LCJPGBPINAV=SOLA,LCJP LN LCJPGBIV,Societe Generale Corporate and Investment Banking
LU1781541252,XETRA,EUR,LCUJ,LCUJ.DE ILCJPINAV=SOLA,LCUJ GY M7JPIV,Societe Generale Corporate and Investment Banking
IE00BP3QZB59,London Stock Exchange,GBX,IWFV,- -,- -,-
IE00BP3QZB59,gettex,EUR,IS3S,- -,- -,-
IE00BP3QZB59,Stuttgart Stock Exchange,EUR,IS3S,- -,- -,-
IE00BP3QZB59,Bolsa Mexicana de Valores,MXN,-,IWVLN.MX,IWVLN MM,
IE00BP3QZB59,Borsa Italiana,EUR,IWVL,X2JDINAV.DE,IWVL IM INAVWVLE,
IE00BP3QZB59,London Stock Exchange,USD,IWVL,IWVL.L X2JHINAV.DE,IWVL LN INAVWVLU,
IE00BP3QZB59,London Stock Exchange,GBP,-,IWFV.L X2JFINAV.DE,IWFV LN INAVWVLG,
IE00BP3QZB59,SIX Swiss Exchange,USD,IWVL,IWVL.S X2JHINAV.DE,IWVL SE INAVWVLU,
IE00BP3QZB59,XETRA,EUR,IS3S,IS3S.DE X2JHINAV.DE,IS3S GY INAVWVLU,
LU0490618542,gettex,EUR,D5BM,- -,- -,-
LU0490618542,Stuttgart Stock Exchange,EUR,D5BM,- -,- -,-
LU0490618542,Borsa Italiana,EUR,XSPX,XSPX.MI XSPXINAVGBP.DE,XSPX IM XSPXINVG,
LU0490618542,London Stock Exchange,GBX,XSPX,XSPX.L XSPXINAVSEK.DE,XSPX LN XSPXINVS,
LU0490618542,London Stock Exchange,USD,XSPU,XSPU.L D5BMINAVEUR.DE,XSPU LN D5BMINVE,
LU0490618542,Singapore Stock Exchange,USD,-,DBBM.SI K6KUSDINAV=SOLA,K6K SP,
LU0490618542,SIX Swiss Exchange,CHF,XSPX,XSPX.S,XSPX SW,
LU0490618542,Stockholm Stock Exchange,SEK,-,XSPX.ST,XSPX SS,
LU0490618542,XETRA,EUR,D5BM,D5BM.DE,D5BM GY,
IE00B6R52036,London Stock Exchange,GBX,SPGP,- -,- -,-
IE00B6R52036,gettex,EUR,IS0E,- -,- -,-
IE00B6R52036,Stuttgart Stock Exchange,EUR,IS0E,- -,- -,-
IE00B6R52036,Bolsa Mexicana de Valores,MXN,-,IAUPN.MX IAUPUINAV.DE,IAUPN MM INAVAUPU,
IE00B6R52036,Euronext Amsterdam,EUR,ISOE,,ISOE NA,
IE00B6R52036,London Stock Exchange,USD,IAUP,IAUP.L IAUPUINAV.DE,IAUP LN INAVAUPU,
IE00B6R52036,London Stock Exchange,GBP,-,SPGPG.L IAUPGINAV.DE,SPGP LN INAVAUPG,
IE00B6R52036,SIX Swiss Exchange,CHF,IAUP,IAUP.S IAUPCINAV.DE,IAUP SE INAVAUPC,
IE00B6R52036,XETRA,EUR,IS0E,IS0E.DE IAUPEINAV.DE,IS0E GY INAVAUPE,
LU1437015735,gettex,EUR,A4HZ,- -,- -,-
LU1437015735,Bolsa Mexicana de Valores,MXN,-,,CEU2N MM,BNP Paribas Arbitrage
LU1437015735,Bolsa Mexicana de Valores,EUR,-,ICEU2INAV.PA,ICEU2,BNP Paribas Arbitrage
LU1437015735,Borsa Italiana,EUR,CEU2,ICEU2INAV.PA,ICEU2,BNP Paribas Arbitrage
LU1437015735,Borsa Italiana,EUR,-,CEU2.MI ICEU2=BNPP,CEU2 IM ICEU2,BNP Paribas Arbitrage
LU1437015735,Euronext Amsterdam,USD,CEU2,CEU2.AS 2ICEU=BNPP,CEU2 NA IICEU2,BNP Paribas Arbitrage
LU1437015735,Euronext Paris,EUR,CEU2,CEU2.PA ICEU2=BNPP,CEU2 FP ICEU2,BNP Paribas Arbitrage
LU1437015735,London Stock Exchange,GBX,CEG2,CEG2.L ICEU2INAV.PA,CEG2 LN ICEU2,BNP Paribas Arbitrage
LU1437015735,London Stock Exchange,USD,CEU2,AMCEU2.L 2ICEU=BNPP,CEU2 LN IICEU2,BNP Paribas Arbitrage
LU0629459743,gettex,EUR,UIMM,- -,- -,-
LU0629459743,Stuttgart Stock Exchange,EUR,UIMM,- -,- -,-
LU0629459743,Borsa Italiana,EUR,WSREUA,WSREUA.MI IWSREUAINAV=SOLA,WSREUA IM UETFUIMM,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0629459743,Euronext Amsterdam,EUR,UIMM,UIMM.AS IWSREUAINAV=SOLA,UIMM NA UETFUIMM,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0629459743,London Stock Exchange,GBX,UC44,UC44.L IWSRGBAINAV=SOLA,UC44 LN UETFUC44,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0629459743,SIX Swiss Exchange,CHF,WSRUSA,WSRCHA.S WSRUSACHFINAV=SOLA,WSRCHA SW IWSRCHAS,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0629459743,SIX Swiss Exchange,USD,WSRUSA,WSRUSA.S WSRUSAUSDINAV=SOLA,WSRUSA SW IWSRUSAS,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0629459743,XETRA,EUR,UIMM,WSREUA.DE IWSREUAINAV=SOLA,UIMM GY UETFUIMM,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950674175,Bolsa Mexicana de Valores,MXN,-,EMMUSCN.MX,EMMUSCN MM,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950674175,Borsa Italiana,EUR,EMMUSC,EMMUSC.MI EMMUSCEURINAV=SOLA,EMMUSC IM EMMEUCIV,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
LU0950674175,SIX Swiss Exchange,USD,EMMUSC,EMMUSC.S EMMUSCUSDINAV=SOLA,EMMUSC SW IEMMUSC,ABN AMRO Clearing Bank N.V. Baader Bank AG Banca IMI S.p.A. Bank Julius Baer & Co. AG Barclays Capital Securities Limited Bluefin Europe LLP Citigroup Global Markets Limited Credit Suisse Sec. (Europe) Limited Deutsche Bank AG DRW Global Markets Ltd Flow Traders B.V. Goldman Sachs International HSBC Bank plc Jane Street Financial Limited JP Morgan Securities PLC Merrill Lynch International Morgan Stanley & Co International plc Optiver V.O.F RBC Europe Ltd Societe Generale Susquehanna International Securities Limited UBS AG UniCredit Bank AG Virtu Financial Ireland Limited
IE00BJ38QD84,gettex,EUR,ZPRR,- -,- -,-
IE00BJ38QD84,Stuttgart Stock Exchange,EUR,ZPRR,- -,- -,-
IE00BJ38QD84,Bolsa Mexicana de Valores,MXN,-,R2USN.MX INZPRRE.ivOQ,R2USN MM,
IE00BJ38QD84,Borsa Italiana,EUR,R2US,R2US.MI INZPRRE.ivOQ,R2US IM INZPRRE,BNP Flow Traders Jane Street Optiver Virtu
IE00BJ38QD84,Euronext Paris,EUR,R2US,R2US.PA INZPRRE.ivOQ,R2US FP INZPRRE,BAADER BANK BNP DRW Flow Traders Optiver Virtu
IE00BJ38QD84,London Stock Exchange,USD,R2US,R2US.L INZPRRE.ivOQ,R2US LN INZPRRU,BAADER BANK AG BNP Flow Traders Old Mission Europe LLP Optiver Virtu
IE00BJ38QD84,London Stock Exchange,GBP,R2SC,R2SC.L INZPRRE.ivOQ,R2SC LN INZPRRP,BAADER BANK AG BNP Flow Traders Old Mission Europe LLP Optiver Virtu
IE00BJ38QD84,SIX Swiss Exchange,CHF,R2US,R2US.S INZPRRE.ivOQ,R2US SE INZPRRC,BNP Finovesta Flow Traders Optiver Virtu
IE00BJ38QD84,XETRA,EUR,ZPRR,ZPRR.DE INZPRRE.ivOQ,ZPRR GY INZPRRE,BAADER BANK AG BNP Flow Traders Optiver
IE00B3YLTY66,gettex,EUR,SPYI,- -,- -,-
IE00B3YLTY66,Stuttgart Stock Exchange,EUR,SPYI,- -,- -,-
IE00B3YLTY66,Borsa Italiana,EUR,IMIE,IMIE.MI INSPYI.ivOQ,IMIE IM INSPYIE,BNP Flow Traders Hudson River Jane Street Optiver Virtu
IE00B3YLTY66,Euronext Paris,EUR,IMIE,IMIE.PA INSPYI.ivOQ,IMIE FP INSPYIE,BAADER BANK BNP DRW Flow Traders Optiver Virtu
IE00B3YLTY66,London Stock Exchange,USD,IMID,AIMI.L INSPYI.ivOQ,IMID LN INSPYI,BNP DRW Flow Traders Old Mission Europe LLP Optiver Virtu
IE00B3YLTY66,SIX Swiss Exchange,USD,IMID,AIMI.S INSPYI.ivOQ,IMID SE INSPYI,BNP Finovesta Virtu
IE00B3YLTY66,XETRA,EUR,SPYI,IMIE.DE INSPYI.ivOQ,SPYI GY INSPYIE,BAADER BANK AG BNP Flow Traders Optiver
IE00B4L60045,gettex,EUR,EUNT,- -,- -,-
IE00B4L60045,Stuttgart Stock Exchange,EUR,EUNT,- -,- -,-
IE00B4L60045,Borsa Italiana,EUR,SE15,SE15.MI IE15EUR.DE,SE15 IM INAVIE1E,
IE00B4L60045,London Stock Exchange,GBP,SE15,SE15.L IE15GBP.DE,SE15 LN INAVIE1G,
IE00B4L60045,London Stock Exchange,EUR,IE15,IE15.L IE15EUR.DE,IE15 LN INAVIE1E,
IE00B4L60045,SIX Swiss Exchange,CHF,SE15,SE15.S IE15CHF.DE,SE15 SE INAVIE1C,
IE00B4L60045,XETRA,EUR,EUNT,EUNT.DE IE15GBP.DE,EUNT GY INAVIE1G,
IE00B5M4WH52,gettex,EUR,IUSP,- -,- -,-
IE00B5M4WH52,Stuttgart Stock Exchange,EUR,IUSP,- -,- -,-
IE00B5M4WH52,Bolsa Mexicana de Valores,MXN,-,IEMLN.MX,IEMLN MM,
IE00B5M4WH52,Borsa Italiana,EUR,SEML,SEML.MI SEMLEINAV.DE,SEML IM INAVEMLE,
IE00B5M4WH52,London Stock Exchange,USD,IEML,IEML.L SEMLUINAV.DE,IEML LN INAVEMLU,
IE00B5M4WH52,London Stock Exchange,GBP,SEML,SEML.L SEMLGINAV.DE,SEML LN INAVEMLG,
IE00B5M4WH52,SIX Swiss Exchange,CHF,IEML,IEML.S SEMLCINAV.DE,IEML SE INAVEMLC,
IE00B5M4WH52,XETRA,EUR,IUSP,IUSP.DE SEMLUINAV.DE,IUSP GY INAVEMLU,
IE00B2NPKV68,London Stock Exchange,GBX,SEMB,- -,- -,-
IE00B2NPKV68,gettex,EUR,IUS7,- -,- -,-
IE00B2NPKV68,Stuttgart Stock Exchange,EUR,IUS7,- -,- -,-
IE00B2NPKV68,Bolsa Mexicana de Valores,MXN,-,IEMBN.MX,IEMBN MM,
IE00B2NPKV68,Borsa Italiana,EUR,IEMB,IEMB.MI IEMBINAV.DE,IEMB IM INAVJPE,
IE00B2NPKV68,London Stock Exchange,USD,IEMB,IEMB.L IEMBUSDINAV.DE,IEMB LN INAVJPU,
IE00B2NPKV68,London Stock Exchange,GBP,-,SEMB.L IEMBGBPINAV.DE,SEMB LN INAVJPG,
IE00B2NPKV68,London Stock Exchange,EUR,EEMB,EEMB.L IEMBINAV.DE,EEMB LN INAVJPE,
IE00B2NPKV68,SIX Swiss Exchange,USD,IEMB,IEMB.S IEMBUSDINAV.DE,IEMB SE INAVJPU,
IE00B2NPKV68,XETRA,EUR,IUS7,IUS7.DE IEMBINAV.DE,IUS7 GY INAVJPE,
IE0006WW1TQ4,gettex,EUR,EXUS,- -,- -,-
IE0006WW1TQ4,Borsa Italiana,EUR,EXUS,EXUS.MI,EXUS IM,
IE0006WW1TQ4,London Stock Exchange,EUR,-,EXUS.DE MDARINAV.DE,EXUS GY EXUSGBIV,
IE0006WW1TQ4,London Stock Exchange,USD,EXUS,EXUS.L MDAPINAV.DE,EXUS LN EXUSEUIV,
IE0006WW1TQ4,London Stock Exchange,GBP,XMWX,XMWX.L,XMWX LN,
IE0006WW1TQ4,SIX Swiss Exchange,CHF,EXUS,EXUS.S,EXUS SW,
IE0006WW1TQ4,Stockholm Stock Exchange,SEK,-,EXUS.ST,EXUS SS,
IE0006WW1TQ4,XETRA,EUR,EXUS,,,
GB00B00FHZ82,Borsa Italiana,EUR,GBS,- -,- -,-
GB00B00FHZ82,London Stock Exchange,GBX,GBSS,- -,- -,-
GB00B00FHZ82,London Stock Exchange,USD,GBS,- -,- -,-
GB00B00FHZ82,Euronext Paris,EUR,GBS,- -,- -,-
GB00B00FHZ82,XETRA,EUR,GG9B,- -,- -,-
GB00B00FHZ82,gettex,EUR,GG9B,- -,- -,-
IE000KXCEXR3,Borsa Italiana,EUR,S500,- -,- -,-
IE000KXCEXR3,gettex,EUR,F500,- -,- -,-
IE000KXCEXR3,Borsa Italiana,EUR,-,S500.MI IF500INAV=SOLA,S500 IM F500EUIV,BNP Paribas Arbitrage
IE000KXCEXR3,Euronext Amsterdam,USD,U500,S500.AS IF500USDINAV=SOLA,U500 NA F500USIV,BNP Paribas Arbitrage
IE000KXCEXR3,Euronext Paris,EUR,S500,S500.PA IF500INAV=SOLA,S500 FP F500EUIV,BNP Paribas Arbitrage
IE000KXCEXR3,SIX Swiss Exchange,USD,F500,F500.S IF500USDINAV=SOLA,F500 SW F500USIV,BNP Paribas Arbitrage
IE000KXCEXR3,XETRA,EUR,F500,F500.DE IF500INAV=SOLA,F500 GY F500EUIV,BNP Paribas Arbitrage
IE00B4YBJ215,gettex,EUR,SPY4,- -,- -,-
IE00B4YBJ215,Stuttgart Stock Exchange,EUR,SPY4,- -,- -,-
IE00B4YBJ215,Bolsa Mexicana de Valores,MXN,-,SPY4N.MX INSPY4.ivOQ,SPY4N MM,
IE00B4YBJ215,Borsa Italiana,EUR,SPY4,SPY4.MI INSPY4.ivOQ,SPY4 IM INSPY4E,Flow Traders Jane Street Optiver Societe Generale Virtu
IE00B4YBJ215,Euronext Paris,EUR,SPY4,SPY4.PA INSPY4.ivOQ,SPY4 FP INSPY4E,BAADER BANK BNP DRW Flow Traders Optiver Societe Generale Virtu
IE00B4YBJ215,London Stock Exchange,USD,SPY4,SPY4.L INSPY4.ivOQ,SPY4 LN INSPY4,BAADER BANK AG DRW Flow Traders Old Mission Europe LLP Optiver Societe Generale Virtu
IE00B4YBJ215,London Stock Exchange,GBP,SPX4,SPX4.L,SPX4 LN INSPY4P,BAADER BANK AG DRW Flow Traders Old Mission Europe LLP Optiver Societe Generale Virtu
IE00B4YBJ215,SIX Swiss Exchange,CHF,SPY4,SPY4.S INSPY4.ivOQ,SPY4 SE INSPY4C,Finovesta Flow Traders Optiver Société Générale Virtu
IE00B4YBJ215,XETRA,EUR,SPY4,SPY4.DE INSPY4.ivOQ,SPY4 GY INSPY4E,BAADER BANK AG Flow Traders Optiver Societe Generale
LU1829219390,Borsa Italiana,EUR,BNKE,- -,- -,-
LU1829219390,gettex,EUR,LYBK,- -,- -,-
LU1829219390,Stuttgart Stock Exchange,EUR,LYBK,- -,- -,-
LU1829219390,Bolsa Mexicana de Valores,MXN,-,BNKEN.MX,BNKEN MM,Societe Generale Corporate and Investment Banking
LU1829219390,Borsa Italiana,EUR,-,BNKE.MI BNKEEURINAV=SOLA,BNKE IM BNKEEUIV,Societe Generale Corporate and Investment Banking
LU1829219390,Euronext Paris,EUR,BNKE,BNKE.PA BNKEEURINAV=SOLA,BNKE FP BNKEEUIV,Societe Generale Corporate and Investment Banking
LU1829219390,London Stock Exchange,GBP,BNKE,BNKE.L BNKEGBPINAV=SOLA,BNKE LN BNKPGBIV,Societe Generale Corporate and Investment Banking
LU1829219390,XETRA,EUR,LYBK,LYBK.DE BNKEEURINAV=SOLA,LYBK GY BNKEEUIV,Societe Generale Corporate and Investment Banking
FR0007054358,gettex,EUR,LYSX,- -,- -,-
FR0007054358,Stuttgart Stock Exchange,EUR,LYSX,- -,- -,-
FR0007054358,Chi-X Europe,EUR,-,MSEp.CHI LYSXINAV=SOLA,MSEP IX LYSXIV,Lang & Schwarz Société Générale
FR0007054358,Borsa Italiana,EUR,MSE,,,Société Générale
FR0007054358,Borsa Italiana,EUR,-,MSE.MI LYSXINAV=SOLA,MSE IM LYSXIV,Lang & Schwarz Société Générale
FR0007054358,Euronext Paris,EUR,MSE,MSE.PA LYSXINAV=SOLA,MSE FP LYSXIV,Lang & Schwarz Société Générale
FR0007054358,SIX Swiss Exchange,EUR,MSE,MSE.S LYSXINAV=SOLA,MSE SW LYSXIV,Lang & Schwarz Société Générale
FR0007054358,XETRA,EUR,LYSX,LYSX.DE LYSXINAV=SOLA,LYSX GY LYSXIV,Lang & Schwarz Société Générale
IE00BYXYYM63,gettex,EUR,IS03,- -,- -,-
IE00BYXYYM63,Bolsa Mexicana de Valores,MXN,-,IUAAN.MX,IUAAN MM,
IE00BYXYYM63,London Stock Exchange,USD,IUAA,IUAA.L 0TQVINAV.DE,IUAA LN INAVIUAU,
IE00BYXYYM63,SIX Swiss Exchange,CHF,IUAA,IUAA.S,IUAA SE,
IE00BP3QZ601,London Stock Exchange,GBX,IWFQ,- -,- -,-
IE00BP3QZ601,gettex,EUR,IS3Q,- -,- -,-
IE00BP3QZ601,Stuttgart Stock Exchange,EUR,IS3Q,- -,- -,-
IE00BP3QZ601,Bolsa Mexicana de Valores,MXN,-,IWQUN.MX,IWQUN MM,
IE00BP3QZ601,Borsa Italiana,EUR,IWQU,X2I3INAV.DE,IWQU IM INAVWQUE,
IE00BP3QZ601,London Stock Exchange,USD,IWQU,IWQU.L X2I7INAV.DE,IWQU LN INAVWQUU,
IE00BP3QZ601,London Stock Exchange,GBP,-,IWFQ.L X2I5INAV.DE,IWFQ LN INAVWQUG,
IE00BP3QZ601,SIX Swiss Exchange,USD,IWQU,IWQU.S X2I7INAV.DE,IWQU SE INAVWQUU,
IE00BP3QZ601,XETRA,EUR,IS3Q,IS3Q.DE X2I7INAV.DE,IS3Q GY INAVWQUU,
LU0274209740,gettex,EUR,DBXJ,- -,- -,-
LU0274209740,Borsa Italiana,EUR,XMJP,XMJP.MI INXJPINAV.PA,XMJP IM INXJP,
